"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
80,20 Jun 2022 18:02:13.276,20 Jun 2022 18:10:04.668,471.393
81,21 Jun 2022 04:50:54.330,21 Jun 2022 04:58:21.703,447.373
82,21 Jun 2022 06:27:13.427,21 Jun 2022 06:33:11.133,357.705
83,21 Jun 2022 16:24:55.586,21 Jun 2022 16:29:14.194,258.608
84,21 Jun 2022 17:58:56.046,21 Jun 2022 18:06:47.887,471.841
85,22 Jun 2022 04:47:37.789,22 Jun 2022 04:55:04.336,446.547
86,22 Jun 2022 06:23:55.185,22 Jun 2022 06:29:54.816,359.630
87,22 Jun 2022 16:21:39.959,22 Jun 2022 16:25:55.144,255.185
88,22 Jun 2022 17:55:38.820,22 Jun 2022 18:03:31.101,472.281
89,23 Jun 2022 04:44:21.255,23 Jun 2022 04:51:46.965,445.711
90,23 Jun 2022 06:20:36.956,23 Jun 2022 06:26:38.487,361.531
91,23 Jun 2022 16:18:24.362,23 Jun 2022 16:22:36.060,251.697
92,23 Jun 2022 17:52:21.597,23 Jun 2022 18:00:14.308,472.711
93,24 Jun 2022 04:41:04.727,24 Jun 2022 04:48:29.590,444.863
94,24 Jun 2022 06:17:18.740,24 Jun 2022 06:23:22.147,363.407
95,24 Jun 2022 16:15:08.802,24 Jun 2022 16:19:16.944,248.143
96,24 Jun 2022 17:49:04.377,24 Jun 2022 17:56:57.509,473.132
97,25 Jun 2022 04:37:48.206,25 Jun 2022 04:45:12.211,444.006
98,25 Jun 2022 06:14:00.536,25 Jun 2022 06:20:05.798,365.262
99,25 Jun 2022 16:11:53.271,25 Jun 2022 16:15:57.787,244.516
100,25 Jun 2022 17:45:47.160,25 Jun 2022 17:53:40.705,473.544
101,26 Jun 2022 04:34:31.691,26 Jun 2022 04:41:54.826,443.135
102,26 Jun 2022 06:10:42.342,26 Jun 2022 06:16:49.440,367.098
103,26 Jun 2022 16:08:37.777,26 Jun 2022 16:12:38.591,240.814
104,26 Jun 2022 17:42:29.947,26 Jun 2022 17:50:23.894,473.948
105,27 Jun 2022 04:31:15.183,27 Jun 2022 04:38:37.439,442.256
106,27 Jun 2022 06:07:24.163,27 Jun 2022 06:13:33.072,368.909
107,27 Jun 2022 16:05:22.320,27 Jun 2022 16:09:19.354,237.035
108,27 Jun 2022 17:39:12.737,27 Jun 2022 17:47:07.078,474.341
109,28 Jun 2022 04:27:58.681,28 Jun 2022 04:35:20.048,441.366
110,28 Jun 2022 06:04:05.996,28 Jun 2022 06:10:16.695,370.699
111,28 Jun 2022 16:02:06.902,28 Jun 2022 16:06:00.075,233.173
112,28 Jun 2022 17:35:55.529,28 Jun 2022 17:43:50.256,474.726
113,29 Jun 2022 04:24:42.187,29 Jun 2022 04:32:02.653,440.466
114,29 Jun 2022 06:00:47.841,29 Jun 2022 06:07:00.308,372.467
115,29 Jun 2022 15:58:51.526,29 Jun 2022 16:02:40.751,229.226
116,29 Jun 2022 17:32:38.325,29 Jun 2022 17:40:33.427,475.102
117,30 Jun 2022 04:21:25.699,30 Jun 2022 04:28:45.253,439.555
118,30 Jun 2022 05:57:29.697,30 Jun 2022 06:03:43.912,374.215
119,30 Jun 2022 15:55:36.193,30 Jun 2022 15:59:21.381,225.187
120,30 Jun 2022 17:29:21.125,30 Jun 2022 17:37:16.594,475.469
121,1 Jul 2022 04:18:09.217,1 Jul 2022 04:25:27.850,438.633
122,1 Jul 2022 05:54:11.566,1 Jul 2022 06:00:27.507,375.941
123,1 Jul 2022 15:52:20.907,1 Jul 2022 15:56:01.960,221.053
124,1 Jul 2022 17:26:03.927,1 Jul 2022 17:33:59.755,475.828
125,2 Jul 2022 04:14:52.743,2 Jul 2022 04:22:10.443,437.700
126,2 Jul 2022 05:50:53.446,2 Jul 2022 05:57:11.097,377.651
127,2 Jul 2022 15:49:05.670,2 Jul 2022 15:52:42.485,216.815
128,2 Jul 2022 17:22:46.733,2 Jul 2022 17:30:42.909,476.176
129,3 Jul 2022 04:11:36.275,3 Jul 2022 04:18:53.031,436.756
130,3 Jul 2022 05:47:35.338,3 Jul 2022 05:53:54.675,379.337
131,3 Jul 2022 15:45:50.486,3 Jul 2022 15:49:22.961,212.475
132,3 Jul 2022 17:19:29.542,3 Jul 2022 17:27:26.060,476.518
133,4 Jul 2022 04:08:19.815,4 Jul 2022 04:15:35.616,435.802
134,4 Jul 2022 05:44:17.241,4 Jul 2022 05:50:38.245,381.004
135,4 Jul 2022 15:42:35.357,4 Jul 2022 15:46:03.372,208.015
136,4 Jul 2022 17:16:12.354,4 Jul 2022 17:24:09.203,476.849
137,5 Jul 2022 04:05:03.361,5 Jul 2022 04:12:18.196,434.835
138,5 Jul 2022 05:40:59.155,5 Jul 2022 05:47:21.807,382.652
139,5 Jul 2022 15:39:20.288,5 Jul 2022 15:42:43.725,203.437
140,5 Jul 2022 17:12:55.169,5 Jul 2022 17:20:52.342,477.173
141,6 Jul 2022 04:01:46.914,6 Jul 2022 04:09:00.771,433.857
142,6 Jul 2022 05:37:41.080,6 Jul 2022 05:44:05.360,384.280
143,6 Jul 2022 15:36:05.281,6 Jul 2022 15:39:24.012,198.731
144,6 Jul 2022 17:09:37.988,6 Jul 2022 17:17:35.475,477.487
145,7 Jul 2022 03:58:30.475,7 Jul 2022 04:05:43.342,432.867
146,7 Jul 2022 05:34:23.016,7 Jul 2022 05:40:48.907,385.891
147,7 Jul 2022 15:32:50.342,7 Jul 2022 15:36:04.228,193.886
148,7 Jul 2022 17:06:20.810,7 Jul 2022 17:14:18.597,477.787
149,8 Jul 2022 03:55:14.042,8 Jul 2022 04:02:25.909,431.866
150,8 Jul 2022 05:31:04.963,8 Jul 2022 05:37:32.446,387.483
151,8 Jul 2022 15:29:35.476,8 Jul 2022 15:32:44.369,188.892
152,8 Jul 2022 17:03:03.635,8 Jul 2022 17:11:01.718,478.084
153,9 Jul 2022 03:51:57.616,9 Jul 2022 03:59:08.469,430.852
154,9 Jul 2022 05:27:46.920,9 Jul 2022 05:34:15.978,389.058
155,9 Jul 2022 15:26:20.690,9 Jul 2022 15:29:24.427,183.738
156,9 Jul 2022 16:59:46.462,9 Jul 2022 17:07:44.835,478.373
157,10 Jul 2022 03:48:41.198,10 Jul 2022 03:55:51.024,429.826
158,10 Jul 2022 05:24:28.888,10 Jul 2022 05:30:59.502,390.614
159,10 Jul 2022 15:23:05.990,10 Jul 2022 15:26:04.396,178.406
160,10 Jul 2022 16:56:29.293,10 Jul 2022 17:04:27.944,478.650
161,11 Jul 2022 03:45:24.786,11 Jul 2022 03:52:33.576,428.790
162,11 Jul 2022 05:21:10.866,11 Jul 2022 05:27:43.017,392.151
163,11 Jul 2022 15:19:51.384,11 Jul 2022 15:22:44.265,172.881
164,11 Jul 2022 16:53:12.127,11 Jul 2022 17:01:11.046,478.919
165,12 Jul 2022 03:42:08.382,12 Jul 2022 03:49:16.129,427.747
166,12 Jul 2022 05:17:52.854,12 Jul 2022 05:24:26.524,393.670
167,12 Jul 2022 15:16:36.883,12 Jul 2022 15:19:24.027,167.145
168,12 Jul 2022 16:49:54.964,12 Jul 2022 16:57:54.143,479.179
169,13 Jul 2022 03:38:51.984,13 Jul 2022 03:45:58.672,426.688
170,13 Jul 2022 05:14:34.852,13 Jul 2022 05:21:10.024,395.172
171,13 Jul 2022 15:13:22.497,13 Jul 2022 15:16:03.671,161.173
172,13 Jul 2022 16:46:37.804,13 Jul 2022 16:54:37.234,479.430
173,14 Jul 2022 03:35:35.594,14 Jul 2022 03:42:41.210,425.616
174,14 Jul 2022 05:11:16.861,14 Jul 2022 05:17:53.516,396.655
175,14 Jul 2022 15:10:08.242,14 Jul 2022 15:12:43.182,154.940
176,14 Jul 2022 16:43:20.648,14 Jul 2022 16:51:20.319,479.672
177,15 Jul 2022 03:32:19.211,15 Jul 2022 03:39:23.742,424.532
178,15 Jul 2022 05:07:58.879,15 Jul 2022 05:14:37.000,398.120
179,15 Jul 2022 15:06:54.132,15 Jul 2022 15:09:22.544,148.412
180,15 Jul 2022 16:40:03.494,15 Jul 2022 16:48:03.399,479.905
181,16 Jul 2022 03:29:02.835,16 Jul 2022 03:36:06.274,423.438
182,16 Jul 2022 05:04:40.908,16 Jul 2022 05:11:20.477,399.569
183,16 Jul 2022 15:03:40.188,16 Jul 2022 15:06:01.738,141.550
184,16 Jul 2022 16:36:46.344,16 Jul 2022 16:44:46.473,480.129
185,17 Jul 2022 03:25:46.467,17 Jul 2022 03:32:48.798,422.331
186,17 Jul 2022 05:01:22.947,17 Jul 2022 05:08:03.948,401.002
187,17 Jul 2022 15:00:26.436,17 Jul 2022 15:02:40.737,134.301
188,17 Jul 2022 16:33:29.197,17 Jul 2022 16:41:29.542,480.345
189,18 Jul 2022 03:22:30.107,18 Jul 2022 03:29:31.321,421.214
190,18 Jul 2022 04:58:04.995,18 Jul 2022 05:04:47.412,402.417
191,18 Jul 2022 14:57:12.906,18 Jul 2022 14:59:19.507,126.601
192,18 Jul 2022 16:30:12.053,18 Jul 2022 16:38:12.604,480.551
193,19 Jul 2022 03:19:13.754,19 Jul 2022 03:26:13.836,420.082
194,19 Jul 2022 04:54:47.053,19 Jul 2022 05:01:30.870,403.817
195,19 Jul 2022 14:53:59.647,19 Jul 2022 14:55:58.009,118.362
196,19 Jul 2022 16:26:54.912,19 Jul 2022 16:34:55.661,480.749
197,20 Jul 2022 03:15:57.408,20 Jul 2022 03:22:56.347,418.939
198,20 Jul 2022 04:51:29.120,20 Jul 2022 04:58:14.320,405.200
199,20 Jul 2022 14:50:46.714,20 Jul 2022 14:52:36.177,109.463
200,20 Jul 2022 16:23:37.774,20 Jul 2022 16:31:38.709,480.935
201,21 Jul 2022 03:12:41.070,21 Jul 2022 03:19:38.854,417.784
202,21 Jul 2022 04:48:11.197,21 Jul 2022 04:54:57.764,406.568
203,21 Jul 2022 14:47:34.202,21 Jul 2022 14:49:13.924,99.722
204,21 Jul 2022 16:20:20.640,21 Jul 2022 16:28:21.755,481.115
205,22 Jul 2022 03:09:24.740,22 Jul 2022 03:16:21.355,416.615
206,22 Jul 2022 04:44:53.283,22 Jul 2022 04:51:41.205,407.922
207,22 Jul 2022 14:44:22.245,22 Jul 2022 14:45:51.112,88.867
208,22 Jul 2022 16:17:03.508,22 Jul 2022 16:25:04.794,481.286
209,23 Jul 2022 03:06:08.417,23 Jul 2022 03:13:03.852,415.435
210,23 Jul 2022 04:41:35.378,23 Jul 2022 04:48:24.636,409.258
211,23 Jul 2022 14:41:11.080,23 Jul 2022 14:42:27.500,76.421
212,23 Jul 2022 16:13:46.380,23 Jul 2022 16:21:47.828,481.448
213,24 Jul 2022 03:02:52.102,24 Jul 2022 03:09:46.341,414.239
214,24 Jul 2022 04:38:17.482,24 Jul 2022 04:45:08.061,410.578
215,24 Jul 2022 14:38:01.185,24 Jul 2022 14:39:02.622,61.437
216,24 Jul 2022 16:10:29.254,24 Jul 2022 16:18:30.856,481.601
217,25 Jul 2022 02:59:35.794,25 Jul 2022 03:06:28.827,413.033
218,25 Jul 2022 04:34:59.596,25 Jul 2022 04:41:51.479,411.883
