"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
152,13 Jul 2022 16:47:20.402,13 Jul 2022 16:55:22.638,482.236
153,14 Jul 2022 03:35:25.161,14 Jul 2022 03:41:44.638,379.478
154,14 Jul 2022 05:10:18.624,14 Jul 2022 05:17:24.241,425.617
155,14 Jul 2022 16:44:03.312,14 Jul 2022 16:52:05.612,482.300
156,15 Jul 2022 03:32:09.108,15 Jul 2022 03:38:26.929,377.821
157,15 Jul 2022 05:07:00.830,15 Jul 2022 05:14:07.626,426.796
158,15 Jul 2022 16:40:46.226,15 Jul 2022 16:48:48.580,482.354
159,16 Jul 2022 03:28:53.066,16 Jul 2022 03:35:09.212,376.146
160,16 Jul 2022 05:03:43.046,16 Jul 2022 05:10:51.004,427.959
161,16 Jul 2022 16:37:29.143,16 Jul 2022 16:45:31.541,482.398
162,17 Jul 2022 03:25:37.035,17 Jul 2022 03:31:51.486,374.451
163,17 Jul 2022 05:00:25.270,17 Jul 2022 05:07:34.371,429.102
164,17 Jul 2022 16:34:12.064,17 Jul 2022 16:42:14.497,482.433
165,18 Jul 2022 03:22:21.015,18 Jul 2022 03:28:33.754,372.739
166,18 Jul 2022 04:57:07.503,18 Jul 2022 05:04:17.738,430.236
167,18 Jul 2022 16:30:54.989,18 Jul 2022 16:38:57.446,482.458
168,19 Jul 2022 03:19:05.006,19 Jul 2022 03:25:16.014,371.008
169,19 Jul 2022 04:53:49.745,19 Jul 2022 05:01:01.101,431.356
170,19 Jul 2022 16:27:37.917,19 Jul 2022 16:35:40.390,482.473
171,20 Jul 2022 03:15:49.008,20 Jul 2022 03:21:58.266,369.258
172,20 Jul 2022 04:50:31.995,20 Jul 2022 04:57:44.456,432.461
173,20 Jul 2022 16:24:20.849,20 Jul 2022 16:32:23.327,482.478
174,21 Jul 2022 03:12:33.022,21 Jul 2022 03:18:40.509,367.487
175,21 Jul 2022 04:47:14.254,21 Jul 2022 04:54:27.804,433.551
176,21 Jul 2022 16:21:03.784,21 Jul 2022 16:29:06.258,482.474
177,22 Jul 2022 03:09:17.047,22 Jul 2022 03:15:22.743,365.697
178,22 Jul 2022 04:43:56.521,22 Jul 2022 04:51:11.147,434.626
179,22 Jul 2022 16:17:46.722,22 Jul 2022 16:25:49.183,482.460
180,23 Jul 2022 03:06:01.083,23 Jul 2022 03:12:04.968,363.885
181,23 Jul 2022 04:40:38.797,23 Jul 2022 04:47:54.484,435.687
182,23 Jul 2022 16:14:29.664,23 Jul 2022 16:22:32.101,482.437
183,24 Jul 2022 03:02:45.131,24 Jul 2022 03:08:47.185,362.054
184,24 Jul 2022 04:37:21.081,24 Jul 2022 04:44:37.815,436.734
185,24 Jul 2022 16:11:12.610,24 Jul 2022 16:19:15.013,482.403
186,25 Jul 2022 02:59:29.191,25 Jul 2022 03:05:29.393,360.202
187,25 Jul 2022 04:34:03.373,25 Jul 2022 04:41:21.139,437.765
188,25 Jul 2022 16:07:55.559,25 Jul 2022 16:15:57.919,482.360
189,26 Jul 2022 02:56:13.265,26 Jul 2022 03:02:11.590,358.325
190,26 Jul 2022 04:30:45.674,26 Jul 2022 04:38:04.458,438.784
191,26 Jul 2022 16:04:38.512,26 Jul 2022 16:12:40.819,482.307
192,27 Jul 2022 02:52:57.348,27 Jul 2022 02:58:53.777,356.429
193,27 Jul 2022 04:27:27.983,27 Jul 2022 04:34:47.772,439.789
194,27 Jul 2022 16:01:21.468,27 Jul 2022 16:09:23.713,482.244
195,28 Jul 2022 02:49:41.444,28 Jul 2022 02:55:35.954,354.510
196,28 Jul 2022 04:24:10.300,28 Jul 2022 04:31:31.080,440.780
197,28 Jul 2022 15:58:04.428,28 Jul 2022 16:06:06.600,482.172
198,29 Jul 2022 02:46:25.553,29 Jul 2022 02:52:18.122,352.570
199,29 Jul 2022 04:20:52.625,29 Jul 2022 04:28:14.383,441.758
200,29 Jul 2022 15:54:47.392,29 Jul 2022 16:02:49.481,482.089
201,30 Jul 2022 02:43:09.674,30 Jul 2022 02:49:00.281,350.607
202,30 Jul 2022 04:17:34.958,30 Jul 2022 04:24:57.680,442.722
203,30 Jul 2022 15:51:30.359,30 Jul 2022 15:59:32.356,481.997
204,31 Jul 2022 02:39:53.808,31 Jul 2022 02:45:42.429,348.621
205,31 Jul 2022 04:14:17.300,31 Jul 2022 04:21:40.975,443.675
206,31 Jul 2022 15:48:13.330,31 Jul 2022 15:56:15.225,481.895
207,1 Aug 2022 02:36:37.955,1 Aug 2022 02:42:24.568,346.613
208,1 Aug 2022 04:10:59.649,1 Aug 2022 04:18:24.262,444.612
209,1 Aug 2022 15:44:56.304,1 Aug 2022 15:52:58.088,481.783
210,2 Aug 2022 02:33:22.118,2 Aug 2022 02:39:06.696,344.578
211,2 Aug 2022 04:07:42.007,2 Aug 2022 04:15:07.544,445.537
212,2 Aug 2022 15:41:39.283,2 Aug 2022 15:49:40.944,481.662
213,3 Aug 2022 02:30:06.291,3 Aug 2022 02:35:48.813,342.521
214,3 Aug 2022 04:04:24.372,3 Aug 2022 04:11:50.821,446.449
215,3 Aug 2022 15:38:22.265,3 Aug 2022 15:46:23.792,481.528
216,4 Aug 2022 02:26:50.479,4 Aug 2022 02:32:30.919,340.441
217,4 Aug 2022 04:01:06.746,4 Aug 2022 04:08:34.093,447.347
218,4 Aug 2022 15:35:05.250,4 Aug 2022 15:43:06.636,481.386
219,4 Aug 2022 17:13:38.542,4 Aug 2022 17:14:08.653,30.111
220,5 Aug 2022 02:23:34.680,5 Aug 2022 02:29:13.014,338.334
221,5 Aug 2022 03:57:49.127,5 Aug 2022 04:05:17.360,448.233
222,5 Aug 2022 15:31:48.239,5 Aug 2022 15:39:49.474,481.235
223,5 Aug 2022 17:10:10.057,5 Aug 2022 17:11:03.621,53.564
224,6 Aug 2022 02:20:18.895,6 Aug 2022 02:25:55.098,336.203
225,6 Aug 2022 03:54:31.516,6 Aug 2022 04:02:00.622,449.106
226,6 Aug 2022 15:28:31.232,6 Aug 2022 15:36:32.306,481.074
227,6 Aug 2022 17:06:45.353,6 Aug 2022 17:07:54.806,69.452
228,7 Aug 2022 02:17:03.130,7 Aug 2022 02:22:37.170,334.040
229,7 Aug 2022 03:51:13.912,7 Aug 2022 03:58:43.881,449.969
230,7 Aug 2022 15:25:14.228,7 Aug 2022 15:33:15.131,480.903
231,7 Aug 2022 17:03:22.177,7 Aug 2022 17:04:44.459,82.282
232,8 Aug 2022 02:13:47.374,8 Aug 2022 02:19:19.230,331.856
233,8 Aug 2022 03:47:56.316,8 Aug 2022 03:55:27.132,450.817
234,8 Aug 2022 15:21:57.227,8 Aug 2022 15:29:57.952,480.725
235,8 Aug 2022 16:59:59.894,8 Aug 2022 17:01:33.221,93.327
236,9 Aug 2022 02:10:31.633,9 Aug 2022 02:16:01.278,329.645
237,9 Aug 2022 03:44:38.727,9 Aug 2022 03:52:10.379,451.652
238,9 Aug 2022 15:18:40.231,9 Aug 2022 15:26:40.764,480.534
239,9 Aug 2022 16:56:38.214,9 Aug 2022 16:58:21.373,103.159
240,10 Aug 2022 02:07:15.907,10 Aug 2022 02:12:43.314,327.406
241,10 Aug 2022 03:41:21.146,10 Aug 2022 03:48:53.621,452.474
242,10 Aug 2022 15:15:23.237,10 Aug 2022 15:23:23.570,480.333
243,10 Aug 2022 16:53:16.979,10 Aug 2022 16:55:09.077,112.098
244,11 Aug 2022 02:04:00.197,11 Aug 2022 02:09:25.337,325.139
245,11 Aug 2022 03:38:03.573,11 Aug 2022 03:45:36.857,453.284
246,11 Aug 2022 15:12:06.248,11 Aug 2022 15:20:06.369,480.121
247,11 Aug 2022 16:49:56.088,11 Aug 2022 16:51:56.432,120.344
248,12 Aug 2022 02:00:44.503,12 Aug 2022 02:06:07.347,322.843
249,12 Aug 2022 03:34:46.007,12 Aug 2022 03:42:20.089,454.082
250,12 Aug 2022 15:08:49.263,12 Aug 2022 15:16:49.162,479.900
251,12 Aug 2022 16:46:35.478,12 Aug 2022 16:48:43.509,128.031
252,13 Aug 2022 01:57:28.826,13 Aug 2022 02:02:49.344,320.518
253,13 Aug 2022 03:31:28.449,13 Aug 2022 03:39:03.317,454.867
254,13 Aug 2022 15:05:32.281,13 Aug 2022 15:13:31.949,479.668
255,13 Aug 2022 16:43:15.096,13 Aug 2022 16:45:30.349,135.253
256,14 Aug 2022 01:54:13.165,14 Aug 2022 01:59:31.327,318.162
257,14 Aug 2022 03:28:10.899,14 Aug 2022 03:35:46.540,455.641
258,14 Aug 2022 15:02:15.303,14 Aug 2022 15:10:14.730,479.427
259,14 Aug 2022 16:39:54.913,14 Aug 2022 16:42:16.994,142.082
260,15 Aug 2022 01:50:57.521,15 Aug 2022 01:56:13.296,315.775
261,15 Aug 2022 03:24:53.356,15 Aug 2022 03:32:29.758,456.402
262,15 Aug 2022 14:58:58.329,15 Aug 2022 15:06:57.504,479.175
263,15 Aug 2022 16:36:34.896,15 Aug 2022 16:39:03.466,148.571
264,16 Aug 2022 01:47:41.894,16 Aug 2022 01:52:55.251,313.357
265,16 Aug 2022 03:21:35.820,16 Aug 2022 03:29:12.972,457.152
266,16 Aug 2022 14:55:41.359,16 Aug 2022 15:03:40.272,478.913
267,16 Aug 2022 16:33:15.026,16 Aug 2022 16:35:49.788,154.762
268,17 Aug 2022 01:44:26.280,17 Aug 2022 01:49:37.195,310.915
269,17 Aug 2022 03:18:18.292,17 Aug 2022 03:25:56.182,457.890
270,17 Aug 2022 14:52:24.392,17 Aug 2022 15:00:23.034,478.641
271,17 Aug 2022 16:29:55.287,17 Aug 2022 16:32:35.977,160.690
272,18 Aug 2022 01:41:10.690,18 Aug 2022 01:46:19.120,308.430
273,18 Aug 2022 03:15:00.771,18 Aug 2022 03:22:39.387,458.617
274,18 Aug 2022 14:49:07.429,18 Aug 2022 14:57:05.787,478.358
275,18 Aug 2022 16:26:35.664,18 Aug 2022 16:29:22.047,166.383
276,19 Aug 2022 01:37:55.117,19 Aug 2022 01:43:01.029,305.912
277,19 Aug 2022 03:11:43.257,19 Aug 2022 03:19:22.586,459.329
278,19 Aug 2022 14:45:50.470,19 Aug 2022 14:53:48.533,478.063
279,19 Aug 2022 16:23:16.145,19 Aug 2022 16:26:08.010,171.865
280,20 Aug 2022 01:34:39.561,20 Aug 2022 01:39:42.923,303.362
281,20 Aug 2022 03:08:25.750,20 Aug 2022 03:16:05.781,460.031
282,20 Aug 2022 14:42:33.514,20 Aug 2022 14:50:31.279,477.764
283,20 Aug 2022 16:19:56.720,20 Aug 2022 16:22:53.876,177.155
284,21 Aug 2022 01:31:24.026,21 Aug 2022 01:36:24.802,300.776
285,21 Aug 2022 03:05:08.251,21 Aug 2022 03:12:48.973,460.723
286,21 Aug 2022 14:39:16.563,21 Aug 2022 14:47:14.014,477.452
287,21 Aug 2022 16:16:37.382,21 Aug 2022 16:19:39.652,182.271
288,22 Aug 2022 01:28:08.507,22 Aug 2022 01:33:06.663,298.156
289,22 Aug 2022 03:01:50.758,22 Aug 2022 03:09:32.159,461.401
290,22 Aug 2022 14:35:59.615,22 Aug 2022 14:43:56.742,477.127
291,22 Aug 2022 16:13:18.122,22 Aug 2022 16:16:25.346,187.224
292,23 Aug 2022 01:24:53.010,23 Aug 2022 01:29:48.506,295.496
293,23 Aug 2022 02:58:33.273,23 Aug 2022 03:06:15.340,462.067
294,23 Aug 2022 14:32:42.670,23 Aug 2022 14:40:39.462,476.791
295,23 Aug 2022 16:09:58.934,23 Aug 2022 16:13:10.965,192.030
296,24 Aug 2022 01:21:37.534,24 Aug 2022 01:26:30.332,292.798
