"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
218,12 Aug 2022 19:13:01.891,12 Aug 2022 19:18:34.398,332.507
219,12 Aug 2022 20:47:56.855,12 Aug 2022 20:54:17.113,380.257
220,13 Aug 2022 07:27:45.369,13 Aug 2022 07:35:14.391,449.022
221,13 Aug 2022 09:06:38.022,13 Aug 2022 09:07:27.802,49.780
222,13 Aug 2022 19:09:46.106,13 Aug 2022 19:15:15.785,329.680
223,13 Aug 2022 20:44:38.972,13 Aug 2022 20:51:01.182,382.210
224,14 Aug 2022 07:24:28.891,14 Aug 2022 07:31:56.942,448.050
225,14 Aug 2022 09:03:09.961,14 Aug 2022 09:04:21.345,71.383
226,14 Aug 2022 19:06:30.343,14 Aug 2022 19:11:57.148,326.804
227,14 Aug 2022 20:41:21.102,14 Aug 2022 20:47:45.243,384.141
228,15 Aug 2022 07:21:12.423,15 Aug 2022 07:28:39.485,447.062
229,15 Aug 2022 08:59:44.530,15 Aug 2022 09:01:12.263,87.733
230,15 Aug 2022 19:03:14.604,15 Aug 2022 19:08:38.484,323.880
231,15 Aug 2022 20:38:03.243,15 Aug 2022 20:44:29.289,386.046
232,16 Aug 2022 07:17:55.965,16 Aug 2022 07:25:22.021,446.057
233,16 Aug 2022 08:56:20.438,16 Aug 2022 08:58:01.846,101.408
234,16 Aug 2022 18:59:58.889,16 Aug 2022 19:05:19.793,320.904
235,16 Aug 2022 20:34:45.396,16 Aug 2022 20:41:13.322,387.926
236,17 Aug 2022 07:14:39.516,17 Aug 2022 07:22:04.550,445.034
237,17 Aug 2022 08:52:57.201,17 Aug 2022 08:54:50.572,113.371
238,17 Aug 2022 18:56:43.200,17 Aug 2022 19:02:01.075,317.876
239,17 Aug 2022 20:31:27.561,17 Aug 2022 20:37:57.339,389.777
240,18 Aug 2022 07:11:23.078,18 Aug 2022 07:18:47.072,443.994
241,18 Aug 2022 08:49:34.571,18 Aug 2022 08:51:38.695,124.124
242,18 Aug 2022 18:53:27.536,18 Aug 2022 18:58:42.334,314.798
243,18 Aug 2022 20:28:09.737,18 Aug 2022 20:34:41.341,391.603
244,19 Aug 2022 07:08:06.649,19 Aug 2022 07:15:29.583,442.935
245,19 Aug 2022 08:46:12.402,19 Aug 2022 08:48:26.358,133.956
246,19 Aug 2022 18:50:11.894,19 Aug 2022 18:55:23.559,311.665
247,19 Aug 2022 20:24:51.925,19 Aug 2022 20:31:25.329,393.404
248,20 Aug 2022 07:04:50.230,20 Aug 2022 07:12:12.090,441.860
249,20 Aug 2022 08:42:50.600,20 Aug 2022 08:45:13.657,143.057
250,20 Aug 2022 18:46:56.284,20 Aug 2022 18:52:04.753,308.469
251,20 Aug 2022 20:21:34.123,20 Aug 2022 20:28:09.304,395.180
252,21 Aug 2022 07:01:33.821,21 Aug 2022 07:08:54.589,440.768
253,21 Aug 2022 08:39:29.099,21 Aug 2022 08:42:00.658,151.559
254,21 Aug 2022 18:43:40.703,21 Aug 2022 18:48:45.920,305.217
255,21 Aug 2022 20:18:16.333,21 Aug 2022 20:24:53.265,396.932
256,22 Aug 2022 06:58:17.422,22 Aug 2022 07:05:37.080,439.658
257,22 Aug 2022 08:36:07.850,22 Aug 2022 08:38:47.409,159.559
258,22 Aug 2022 18:40:25.148,22 Aug 2022 18:45:27.054,301.906
259,22 Aug 2022 20:14:58.552,22 Aug 2022 20:21:37.208,398.656
260,23 Aug 2022 06:55:01.033,23 Aug 2022 07:02:19.563,438.530
261,23 Aug 2022 08:32:46.818,23 Aug 2022 08:35:33.945,167.127
262,23 Aug 2022 18:37:09.623,23 Aug 2022 18:42:08.154,298.532
263,23 Aug 2022 20:11:40.783,23 Aug 2022 20:18:21.142,400.359
264,24 Aug 2022 06:51:44.654,24 Aug 2022 06:59:02.037,437.383
265,24 Aug 2022 08:29:25.975,24 Aug 2022 08:32:20.296,174.321
266,24 Aug 2022 18:33:54.131,24 Aug 2022 18:38:49.222,295.090
267,24 Aug 2022 20:08:23.024,24 Aug 2022 20:15:05.065,402.041
268,25 Aug 2022 06:48:28.286,25 Aug 2022 06:55:44.505,436.219
269,25 Aug 2022 08:26:05.298,25 Aug 2022 08:29:06.480,181.183
270,25 Aug 2022 18:30:38.672,25 Aug 2022 18:35:30.254,291.582
271,25 Aug 2022 20:05:05.276,25 Aug 2022 20:11:48.974,403.698
272,26 Aug 2022 06:45:11.928,26 Aug 2022 06:52:26.965,435.038
273,26 Aug 2022 08:22:44.769,26 Aug 2022 08:25:52.520,187.751
274,26 Aug 2022 18:27:23.245,26 Aug 2022 18:32:11.249,288.004
275,26 Aug 2022 20:01:47.537,26 Aug 2022 20:08:32.869,405.332
276,27 Aug 2022 06:41:55.580,27 Aug 2022 06:49:09.418,433.837
277,27 Aug 2022 08:19:24.373,27 Aug 2022 08:22:38.431,194.057
278,27 Aug 2022 18:24:07.853,27 Aug 2022 18:28:52.207,284.354
279,27 Aug 2022 19:58:29.809,27 Aug 2022 20:05:16.752,406.943
280,28 Aug 2022 06:38:39.244,28 Aug 2022 06:45:51.864,432.620
281,28 Aug 2022 08:16:04.098,28 Aug 2022 08:19:24.224,200.125
282,28 Aug 2022 18:20:52.498,28 Aug 2022 18:25:33.126,280.628
283,28 Aug 2022 19:55:12.091,28 Aug 2022 20:02:00.625,408.534
284,29 Aug 2022 06:35:22.917,29 Aug 2022 06:42:34.299,431.382
285,29 Aug 2022 08:12:43.933,29 Aug 2022 08:16:09.909,205.976
286,29 Aug 2022 18:17:37.180,29 Aug 2022 18:22:14.005,276.825
287,29 Aug 2022 19:51:54.383,29 Aug 2022 19:58:44.483,410.101
288,30 Aug 2022 06:32:06.602,30 Aug 2022 06:39:16.727,430.125
289,30 Aug 2022 08:09:23.870,30 Aug 2022 08:12:55.500,211.630
290,30 Aug 2022 18:14:21.902,30 Aug 2022 18:18:54.842,272.940
291,30 Aug 2022 19:48:36.684,30 Aug 2022 19:55:28.330,411.646
292,31 Aug 2022 06:28:50.297,31 Aug 2022 06:35:59.146,428.849
293,31 Aug 2022 08:06:03.899,31 Aug 2022 08:09:40.999,217.100
294,31 Aug 2022 18:11:06.661,31 Aug 2022 18:15:35.636,268.975
295,31 Aug 2022 19:45:18.995,31 Aug 2022 19:52:12.164,413.168
296,1 Sep 2022 06:25:34.004,1 Sep 2022 06:32:41.556,427.552
297,1 Sep 2022 08:02:44.014,1 Sep 2022 08:06:26.412,222.398
298,1 Sep 2022 18:07:51.467,1 Sep 2022 18:12:16.386,264.919
299,1 Sep 2022 19:42:01.316,1 Sep 2022 19:48:55.985,414.670
300,2 Sep 2022 06:22:17.721,2 Sep 2022 06:29:23.956,426.235
301,2 Sep 2022 07:59:24.210,2 Sep 2022 08:03:11.748,227.538
302,2 Sep 2022 18:04:36.318,2 Sep 2022 18:08:57.086,260.767
303,2 Sep 2022 19:38:43.645,2 Sep 2022 19:45:39.796,416.151
304,3 Sep 2022 06:19:01.449,3 Sep 2022 06:26:06.354,424.905
305,3 Sep 2022 07:56:04.480,3 Sep 2022 07:59:57.011,232.530
306,3 Sep 2022 18:01:21.217,3 Sep 2022 18:05:37.734,256.517
307,3 Sep 2022 19:35:25.984,3 Sep 2022 19:42:23.595,417.611
