"Access","StartTime","StopTime","Duration"
348,24 Jun 2022 03:13:15.553,24 Jun 2022 03:21:07.757,472.204
349,24 Jun 2022 04:48:30.596,24 Jun 2022 04:56:38.852,488.256
350,24 Jun 2022 06:24:40.750,24 Jun 2022 06:32:17.523,456.773
351,24 Jun 2022 08:01:46.587,24 Jun 2022 08:08:03.653,377.065
352,24 Jun 2022 09:39:31.257,24 Jun 2022 09:44:04.026,272.769
353,24 Jun 2022 11:17:05.430,24 Jun 2022 11:20:45.112,219.682
354,24 Jun 2022 12:53:38.883,24 Jun 2022 12:58:24.703,285.820
355,24 Jun 2022 14:29:36.497,24 Jun 2022 14:36:06.222,389.726
356,24 Jun 2022 16:05:21.489,24 Jun 2022 16:13:05.270,463.781
357,24 Jun 2022 17:40:59.266,24 Jun 2022 17:49:07.921,488.654
358,24 Jun 2022 19:16:29.155,24 Jun 2022 19:24:16.465,467.309
359,24 Jun 2022 20:51:46.444,24 Jun 2022 20:58:45.345,418.901
360,24 Jun 2022 22:26:42.197,24 Jun 2022 22:33:00.812,378.615
361,25 Jun 2022 00:01:10.530,25 Jun 2022 00:07:32.349,381.819
362,25 Jun 2022 01:35:25.943,25 Jun 2022 01:42:31.378,425.435
363,25 Jun 2022 03:09:58.617,25 Jun 2022 03:17:50.674,472.058
364,25 Jun 2022 04:45:13.451,25 Jun 2022 04:53:21.733,488.282
365,25 Jun 2022 06:21:23.369,25 Jun 2022 06:29:00.375,457.007
366,25 Jun 2022 07:58:28.996,25 Jun 2022 08:04:46.468,377.472
367,25 Jun 2022 09:36:13.578,25 Jun 2022 09:40:46.749,273.171
368,25 Jun 2022 11:13:47.939,25 Jun 2022 11:17:27.584,219.645
369,25 Jun 2022 12:50:21.623,25 Jun 2022 12:55:07.023,285.400
370,25 Jun 2022 14:26:19.318,25 Jun 2022 14:32:48.654,389.336
371,25 Jun 2022 16:02:04.345,25 Jun 2022 16:09:47.918,463.573
372,25 Jun 2022 17:37:42.150,25 Jun 2022 17:45:50.805,488.654
373,25 Jun 2022 19:13:12.079,25 Jun 2022 19:20:59.550,467.471
374,25 Jun 2022 20:48:29.435,25 Jun 2022 20:55:28.547,419.112
375,25 Jun 2022 22:23:25.297,25 Jun 2022 22:29:44.004,378.707
376,25 Jun 2022 23:57:53.730,26 Jun 2022 00:04:15.433,381.703
377,26 Jun 2022 01:32:09.137,26 Jun 2022 01:39:14.359,425.222
378,26 Jun 2022 03:06:41.681,26 Jun 2022 03:14:33.592,471.911
379,26 Jun 2022 04:41:56.307,26 Jun 2022 04:50:04.613,488.306
380,26 Jun 2022 06:18:05.988,26 Jun 2022 06:25:43.227,457.240
381,26 Jun 2022 07:55:11.404,26 Jun 2022 08:01:29.283,377.879
382,26 Jun 2022 09:32:55.899,26 Jun 2022 09:37:29.472,273.573
383,26 Jun 2022 11:10:30.447,26 Jun 2022 11:14:10.058,219.611
384,26 Jun 2022 12:47:04.362,26 Jun 2022 12:51:49.343,284.981
385,26 Jun 2022 14:23:02.139,26 Jun 2022 14:29:31.084,388.945
386,26 Jun 2022 15:58:47.201,26 Jun 2022 16:06:30.565,463.365
387,26 Jun 2022 17:34:25.034,26 Jun 2022 17:42:33.688,488.654
388,26 Jun 2022 19:09:55.002,26 Jun 2022 19:17:42.634,467.632
389,26 Jun 2022 20:45:12.425,26 Jun 2022 20:52:11.748,419.323
390,26 Jun 2022 22:20:08.396,26 Jun 2022 22:26:27.196,378.800
391,26 Jun 2022 23:54:36.930,27 Jun 2022 00:00:58.518,381.588
392,27 Jun 2022 01:28:52.331,27 Jun 2022 01:35:57.339,425.008
393,27 Jun 2022 03:03:24.746,27 Jun 2022 03:11:16.509,471.764
394,27 Jun 2022 04:38:39.164,27 Jun 2022 04:46:47.493,488.329
395,27 Jun 2022 06:14:48.608,27 Jun 2022 06:22:26.080,457.472
396,27 Jun 2022 07:51:53.814,27 Jun 2022 07:58:12.099,378.285
397,27 Jun 2022 09:29:38.219,27 Jun 2022 09:34:12.196,273.976
398,27 Jun 2022 11:07:12.954,27 Jun 2022 11:10:52.533,219.579
399,27 Jun 2022 12:43:47.101,27 Jun 2022 12:48:31.663,284.562
400,27 Jun 2022 14:19:44.959,27 Jun 2022 14:26:13.513,388.554
401,27 Jun 2022 15:55:30.056,27 Jun 2022 16:03:13.211,463.155
402,27 Jun 2022 17:31:07.918,27 Jun 2022 17:39:16.570,488.652
403,27 Jun 2022 19:06:37.925,27 Jun 2022 19:14:25.717,467.793
404,27 Jun 2022 20:41:55.415,27 Jun 2022 20:48:54.949,419.534
405,27 Jun 2022 22:16:51.495,27 Jun 2022 22:23:10.388,378.894
406,27 Jun 2022 23:51:20.130,27 Jun 2022 23:57:41.604,381.473
407,28 Jun 2022 01:25:35.526,28 Jun 2022 01:32:40.320,424.794
408,28 Jun 2022 03:00:07.811,28 Jun 2022 03:07:59.427,471.616
409,28 Jun 2022 04:35:22.022,28 Jun 2022 04:43:30.374,488.352
410,28 Jun 2022 06:11:31.229,28 Jun 2022 06:19:08.932,457.703
411,28 Jun 2022 07:48:36.224,28 Jun 2022 07:54:54.914,378.690
412,28 Jun 2022 09:26:20.540,28 Jun 2022 09:30:54.920,274.380
413,28 Jun 2022 11:03:55.459,28 Jun 2022 11:07:35.008,219.549
414,28 Jun 2022 12:40:29.840,28 Jun 2022 12:45:13.983,284.143
415,28 Jun 2022 14:16:27.782,28 Jun 2022 14:22:55.942,388.159
416,28 Jun 2022 15:52:12.911,28 Jun 2022 15:59:55.857,462.945
417,28 Jun 2022 17:27:50.802,28 Jun 2022 17:35:59.451,488.650
418,28 Jun 2022 19:03:20.847,28 Jun 2022 19:11:08.800,467.953
419,28 Jun 2022 20:38:38.405,28 Jun 2022 20:45:38.150,419.745
420,28 Jun 2022 22:13:34.592,28 Jun 2022 22:19:53.581,378.989
421,28 Jun 2022 23:48:03.330,28 Jun 2022 23:54:24.690,381.360
422,29 Jun 2022 01:22:18.721,29 Jun 2022 01:29:23.302,424.581
423,29 Jun 2022 02:56:50.877,29 Jun 2022 03:04:42.345,471.468
424,29 Jun 2022 04:32:04.881,29 Jun 2022 04:40:13.255,488.373
425,29 Jun 2022 06:08:13.851,29 Jun 2022 06:15:51.787,457.936
426,29 Jun 2022 07:45:18.635,29 Jun 2022 07:51:37.730,379.095
427,29 Jun 2022 09:23:02.861,29 Jun 2022 09:27:37.645,274.784
428,29 Jun 2022 11:00:37.963,29 Jun 2022 11:04:17.485,219.522
429,29 Jun 2022 12:37:12.578,29 Jun 2022 12:41:56.303,283.725
430,29 Jun 2022 14:13:10.603,29 Jun 2022 14:19:38.370,387.767
431,29 Jun 2022 15:48:55.766,29 Jun 2022 15:56:38.501,462.734
432,29 Jun 2022 17:24:33.685,29 Jun 2022 17:32:42.331,488.646
433,29 Jun 2022 19:00:03.769,29 Jun 2022 19:07:51.882,468.113
434,29 Jun 2022 20:35:21.395,29 Jun 2022 20:42:21.351,419.957
435,29 Jun 2022 22:10:17.690,29 Jun 2022 22:16:36.774,379.084
436,29 Jun 2022 23:44:46.529,29 Jun 2022 23:51:07.776,381.247
437,30 Jun 2022 01:19:01.916,30 Jun 2022 01:26:06.283,424.368
438,30 Jun 2022 02:53:33.944,30 Jun 2022 03:01:25.263,471.319
439,30 Jun 2022 04:28:47.741,30 Jun 2022 04:36:56.135,488.394
440,30 Jun 2022 06:04:56.474,30 Jun 2022 06:12:34.640,458.165
441,30 Jun 2022 07:42:01.047,30 Jun 2022 07:48:20.546,379.499
442,30 Jun 2022 09:19:45.181,30 Jun 2022 09:24:20.370,275.189
443,30 Jun 2022 10:57:20.467,30 Jun 2022 11:00:59.963,219.496
444,30 Jun 2022 12:33:55.315,30 Jun 2022 12:38:38.622,283.307
445,30 Jun 2022 14:09:53.423,30 Jun 2022 14:16:20.796,387.374
446,30 Jun 2022 15:45:38.622,30 Jun 2022 15:53:21.144,462.523
447,30 Jun 2022 17:21:16.569,30 Jun 2022 17:29:25.211,488.642
448,30 Jun 2022 18:56:46.691,30 Jun 2022 19:04:34.964,468.272
449,30 Jun 2022 20:32:04.384,30 Jun 2022 20:39:04.552,420.168
450,30 Jun 2022 22:07:00.787,30 Jun 2022 22:13:19.968,379.181
451,30 Jun 2022 23:41:29.728,30 Jun 2022 23:47:50.863,381.136
